NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 03, 1974                                                                                    
ORIGIN TIME (Local)        :  09:21:00                                                                                            
LATITUDE                   :  -12.50                                                                                              
LONGITUDE                  :  -77.98                                                                                              
DEPTH (km)                 :  13.00                                                                                               
MAGNITUDE                  :  6.6 mb                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  09:21:00
NUMBER OF SAMPLES          :      4899
MAXIMUM ACCELERATION       :   -194.21    180.09    100.30
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
               T              EW              NS              UD
         80.2600         -4.0783          4.4089         -2.6108
         80.2800          3.8267          1.4769         -1.6138
         80.3000          8.3907         -4.9641         -1.9898
         80.3200          0.8867         -1.1881          0.7382
         80.3400         -4.9313          4.6629          5.0492
         80.3600         -6.4873          5.3489          5.0602
         80.3800        -12.1543          3.6809          2.1172
         80.4000        -14.0403          3.5889         -1.2738
         80.4200         -7.0843          5.6529         -3.8258
         80.4400         -3.5413          6.8979         -2.1488
         80.4600         -5.4783          5.5769          1.3332
         80.4800         -0.8193          1.0099          2.9542
         80.5000          7.2907         -5.4381          2.7442
         80.5200         10.1597         -8.2201          2.9272
         80.5400         -0.4413         -6.6121          1.9982
         80.5600        -10.0893         -4.1691         -0.4948
         80.5800         -7.7573         -8.4361         -1.3108
         80.6000         -0.6543        -12.1541         -2.4938
         80.6200         -1.7063         -5.2421         -4.6998
         80.6400         -7.5563          1.1629         -2.5908
         80.6600         -3.6923         -0.2831         -0.6968
         80.6800          1.0827         -0.6301         -3.1458
         80.7000          2.1917          6.6179         -3.0888
         80.7200          1.6177         12.8379         -0.3888
         80.7400         -0.1843         14.3859          0.5052
         80.7600         -3.3333         11.6909          0.3092
         80.7800         -3.9883          3.8039         -0.2218
         80.8000          1.5977          0.0439         -1.3338
         80.8200          6.8237          2.1759         -2.7678
         80.8400          7.2067          1.5099         -2.8658
         80.8600          3.7567         -2.7351         -1.4898
         80.8800         -0.5313         -4.6451          2.6072
         80.9000          1.0137         -3.8041          6.0662
         80.9200          6.2847         -1.3241          4.9752
         80.9400          5.5457          0.7519          3.1082
         80.9600         -3.2663         -0.7871          2.5032
         80.9800         -7.8853         -2.0831          2.2282
         81.0000         -4.1203         -3.1101          5.5122
         81.0200         -4.6653         -3.6111          8.4982
         81.0400         -9.6523         -0.8771          6.8042
         81.0600         -9.2403          0.8129          5.5282
         81.0800         -5.1393         -4.2921          5.5572
         81.1000         -0.9683         -7.1671          5.1772
         81.1200          2.4487         -5.2321          3.2092
         81.1400         -1.6253         -2.2391          1.9772
         81.1600         -6.1403         -1.8621          2.3192
         81.1800         -2.9773         -3.7301          1.1222
         81.2000         -2.6923         -0.4911         -1.2408
         81.2200         -2.7603          0.7959         -3.1558
         81.2400          0.6857         -3.7341         -4.9158
         81.2600          3.2997         -4.1591         -6.3598
         81.2800          0.2297         -0.4951         -5.9428
         81.3000         -3.8113          3.6649         -4.2978
         81.3200         -0.1083          5.8759         -4.6958
         81.3400          2.8957          4.3959         -6.1448
         81.3600         -0.3343          2.3499         -3.9848
         81.3800         -0.7843          4.0349         -0.6668
         81.4000          1.5647          8.1439          0.1492
         81.4200         -0.7923         10.2439         -0.3108
         81.4400         -2.1233         10.8989         -1.2508
         81.4600          1.2917         10.8429         -0.8628
         81.4800          0.0647          9.9629          2.6752
         81.5000         -2.8273          4.4709          6.3832
         81.5200         -2.1783         -1.9691          8.2992
         81.5400         -6.6823         -0.7301          8.3712
         81.5600        -11.1683          3.0089          6.9532
         81.5800         -6.3063          1.8909          6.1112
         81.6000         -2.7563          1.4909          4.1782
         81.6200         -4.7563          1.6439          0.6642
         81.6400         -2.3213         -0.9221          0.0562
         81.6600          3.6387         -0.3611          1.8802
         81.6800          3.0327          2.2759          2.0692
         81.7000         -1.5983          4.2919          0.9902
         81.7200         -2.8563          5.9309          0.5782
         81.7400          0.5937          5.8239         -1.0928
         81.7600          4.0107          1.5769         -3.7268
         81.7800         -3.7413         -2.5481         -4.8668
         81.8000        -13.3553         -2.4511         -5.0118
         81.8200        -11.1723          0.5809         -4.6428
         81.8400         -7.0393          3.6819         -5.9868
         81.8600         -8.0893          5.3479         -5.7478
         81.8800         -8.4403          0.1309         -1.6728
         81.9000         -4.4813         -6.8261          1.9122
         81.9200         -3.7483         -9.4361          3.6272
         81.9400         -5.6233        -11.4511          5.4312
         81.9600         -3.8683        -10.6001          5.6892
         81.9800          1.0127         -7.6211          3.5352
         82.0000          5.0037         -4.9131          2.3702
         82.0200          6.5137         -3.1461          1.6462
         82.0400          6.2277         -2.9441          0.8442
         82.0600          3.6577         -2.3341          1.3132
         82.0800         -1.0863         -0.8931          2.1882
         82.1000         -8.2603          4.5109          3.6752
         82.1200         -9.4133          8.7469          4.1502
         82.1400         -4.4733          5.4029          3.5212
         82.1600         -1.9153          1.7369          3.6472
         82.1800          3.5077          4.3149          2.7902
         82.2000          6.4567          8.5199          1.4312
         82.2200          3.4857          7.5199          1.5602
         82.2400          5.1087          3.1559          2.7522
         82.2600         11.1257          3.3869          2.9402
         82.2800         10.1597          6.3509          2.0732
         82.3000          1.4787          5.1329          1.2512
         82.3200         -0.9373          0.4979         -0.4478
         82.3400          0.3767          0.5009         -2.7198
         82.3600          0.6487          3.2659         -3.5708
         82.3800          1.8377          5.6259         -2.1038
         82.4000          2.7747          4.6359          0.3672
         82.4200          3.6117          2.7539          1.6632
         82.4400          1.8877          5.2499          1.5142
         82.4600         -2.2073          6.5309          1.0582
         82.4800         -3.9193          5.0039         -0.2608
         82.5000         -0.8563          3.1299         -0.5978
         82.5200          2.5877          1.8239          0.9752
         82.5400          1.7757          1.0019          2.0932
         82.5600         -1.5673         -3.4611          2.4192
         82.5800         -2.9073         -6.2781          1.8162
         82.6000         -0.3693         -3.1941          1.1902
         82.6200         -2.7053          1.1469          0.9192
         82.6400        -11.6003          3.8699          0.4472
         82.6600        -13.6853          5.3119         -2.3998
         82.6800         -9.3703          6.8229         -4.4118
         82.7000         -5.1153          9.3909         -3.8118
         82.7200         -4.0553          8.9489         -4.4478
         82.7400         -5.3533          3.5579         -4.8998
         82.7600         -0.1263         -3.5571         -4.1938
         82.7800          1.9627         -5.6541         -2.9498
         82.8000         -3.4763         -2.1721          0.3872
         82.8200         -8.7073         -5.4701          4.6482
         82.8400         -5.4613        -10.4491          5.6362
         82.8600          3.3697         -8.6441          4.0292
         82.8800          3.8927         -5.3661          2.7062
         82.9000          2.0287         -2.9821          2.3112
         82.9200          4.5417         -4.0281          2.1062
         82.9400          7.0417         -5.7181          2.4622
         82.9600          7.3777         -4.2111          3.5502
         82.9800          0.2527         -3.0561          3.9722
         83.0000        -10.6853         -1.6741          3.2142
         83.0200        -11.9593         -2.1931          1.5492
         83.0400         -6.7673         -4.5311          0.3212
         83.0600         -1.1113         -0.7441         -0.2808
         83.0800          0.2267          4.6599         -1.4708
         83.1000         -3.6263          7.8369         -2.4658
         83.1200         -4.6113         14.5679         -1.3988
         83.1400         -1.6503         17.8719          0.3502
         83.1600          1.7987          7.4309          1.8702
         83.1800          4.6527          2.2099          3.8162
         83.2000          7.6997          6.7129          4.1722
         83.2200          8.2767          6.2429          3.1952
         83.2400          4.7817         -0.0781          2.4552
         83.2600         -1.7343         -3.4211          1.4232
         83.2800         -7.3853          1.6959          1.0572
         83.3000        -11.5253          5.7739          1.7722
         83.3200        -12.2163          5.3159          1.0842
         83.3400         -8.7883          4.9799         -0.7428
         83.3600         -7.7013          5.1019         -0.2078
         83.3800         -8.7503          3.5569          1.1602
         83.4000         -7.5023          3.0369          1.3342
         83.4200         -6.8723          1.7549          1.1922
         83.4400         -2.9133         -1.0131          1.4662
         83.4600          1.7327         -0.8231          2.3312
         83.4800          0.8597         -0.6801          2.6902
         83.5000          4.2597          1.9509          2.3062
         83.5200          7.2527          8.2289          1.1852
         83.5400          5.4707         11.1349          0.2982
         83.5600          3.7377          6.8659         -0.5478
         83.5800          1.6067          1.3029         -2.5788
         83.6000         -1.2893         -1.1451         -4.9868
         83.6200          0.2357         -0.7531         -6.6468
         83.6400          2.2297          2.1149         -6.7478
         83.6600         -2.2913          3.9309         -5.4078
         83.6800         -6.2153          1.3429         -4.1068
         83.7000         -4.4743         -3.9581         -3.8578
         83.7200         -1.8493         -4.1751         -3.8408
         83.7400          0.9087         -0.9861         -1.8668
         83.7600          7.1997          1.5779          0.1482
         83.7800          5.6857          4.2979          1.5832
         83.8000          2.0317          5.4069          2.5952
         83.8200          5.7027          2.1699          2.6962
         83.8400          7.8527          1.0139          2.6162
         83.8600          3.8757          3.0219          1.4802
         83.8800          1.1117          4.2539          0.6482
         83.9000          5.0957          4.2749          2.4492
         83.9200          2.7367          2.1829          6.0552
         83.9400         -7.0663         -0.2411          7.8512
         83.9600        -10.5783         -1.8611          7.9612
         83.9800         -7.8713         -1.2491          6.8072
         84.0000         -3.7373          0.5279          3.7932
         84.0200         -3.5933         -0.4241          0.6262
         84.0400         -8.2273         -1.1521         -1.6948
         84.0600        -11.0663          0.2319         -1.5598
         84.0800         -9.4743          0.1589          0.1002
         84.1000         -5.2653         -1.1541          0.9922
         84.1200          0.3867         -0.3821          2.0512
         84.1400          5.3137          2.0919          3.8752
         84.1600          4.5517          1.4339          4.4242
         84.1800         -1.9623         -3.5431          2.6052
         84.2000         -4.2133         -6.2271         -0.0718
         84.2200         -1.4823         -3.3391         -1.0758
         84.2400         -2.5663          2.5499          0.2732
         84.2600         -5.7793          6.3889          1.3102
         84.2800         -5.6033          6.9329          1.4352
         84.3000         -1.3573          6.4999          1.3722
         84.3200          1.7517          2.5149          1.1622
         84.3400          3.4827         -0.0041          1.2352
         84.3600          3.3337          0.3119          1.5852
         84.3800          0.1827          0.2929          1.9122
         84.4000          0.4957         -2.3731          2.2792
         84.4200          2.2957         -4.1431          3.4892
         84.4400         -1.9413         -2.6861          4.5362
         84.4600         -3.7893         -0.9991          3.4802
         84.4800         -1.9943         -1.7201          0.4952
         84.5000         -5.2693         -3.2211         -1.5578
         84.5200         -6.6273         -3.4511         -2.4338
         84.5400          0.1707         -4.0881         -3.5748
         84.5600          5.5817         -4.3041         -3.6808
         84.5800          0.9677         -3.0001         -3.1618
         84.6000         -7.8803          0.2819         -2.6248
         84.6200        -10.3793          4.0639         -2.0068
         84.6400         -6.4403          5.4029         -1.8478
         84.6600         -0.5093          5.1149         -1.6028
         84.6800          3.4897          5.5919         -0.5278
         84.7000          0.4897          6.2929          1.1532
         84.7200         -2.8883          6.7699          1.6032
         84.7400         -1.6803          5.7359          0.5022
         84.7600         -1.5213          2.9539         -0.3418
         84.7800         -4.8663          2.3539         -0.4208
         84.8000         -7.7163          3.6909         -1.0298
         84.8200         -6.5463          1.7719         -1.5598
         84.8400         -2.2793          1.0959         -0.0608
         84.8600         -4.9573          4.8449          1.9682
         84.8800        -10.7643          4.2839          2.7452
         84.9000         -8.7263         -6.4371          2.4342
         84.9200         -2.4123        -12.2671          1.6932
         84.9400         -1.6853         -8.7361         -0.0438
         84.9600         -5.4723         -6.0161         -0.7478
         84.9800         -7.6073         -3.8081         -0.3038
         85.0000         -6.5913          1.3739         -1.0748
         85.0200         -1.4553          2.8319         -1.9558
         85.0400          2.0407          1.3689         -2.1488
         85.0600         -0.4773          1.8939         -2.2378
         85.0800         -5.4593          0.0909         -3.3128
         85.1000         -4.6423         -0.6311         -3.1048
         85.1200          1.9667         -0.7371          0.3932
         85.1400          1.9247         -2.3941          2.7892
         85.1600         -2.7993         -0.6641          2.1812
         85.1800         -2.4843          1.9599          1.1862
         85.2000         -2.2813          2.0419         -0.0048
         85.2200         -6.3483          6.6379         -2.0508
         85.2400         -8.3083         10.5029         -3.6788
         85.2600         -4.6713          8.7929         -2.6278
         85.2800         -1.1743          8.5399          1.2942
         85.3000         -1.4283          8.4789          4.4642
         85.3200         -3.5043          6.1649          5.3442
         85.3400         -6.6743          6.7159          5.0552
         85.3600         -2.1893          9.9229          3.3822
         85.3800          6.0347          8.7769          1.2322
         85.4000          5.2997          4.2479          0.5822
         85.4200          0.3217          3.1499          0.7122
         85.4400         -1.5333          2.7549         -0.2058
         85.4600          0.2487          0.4959         -1.3998
         85.4800         -0.3733         -1.8611         -2.2368
         85.5000         -5.6863         -3.2801         -1.3988
         85.5200         -3.3483         -5.2661          0.2642
         85.5400          5.7587         -6.7011          0.5352
         85.5600          6.5807         -5.2891          1.3802
         85.5800          2.4577         -3.8461          3.2002
         85.6000          1.2327         -4.3261          3.5972
         85.6200          0.1067         -3.4331          2.5522
         85.6400         -3.3823          0.5079          0.8632
         85.6600         -4.4983          0.7499         -1.5428
         85.6800         -0.8323         -2.1581         -2.6678
         85.7000          2.4057         -2.3781         -2.0618
         85.7200         -0.8653          0.1629         -1.9528
         85.7400         -6.6113          3.1809         -2.6648
         85.7600         -8.3243          5.1949         -2.7138
         85.7800         -5.9703          2.2769         -1.8678
         85.8000         -5.9393         -5.5431         -1.4838
         85.8200         -8.9093         -6.9441         -1.0978
         85.8400        -10.5233         -3.9041         -0.1578
         85.8600         -4.1533         -3.4681         -0.7078
         85.8800          1.9457         -0.9791         -1.8858
         85.9000         -3.7343          3.8559         -1.4018
         85.9200         -6.5893          3.8889         -0.3338
         85.9400         -2.3713          0.9479          1.0202
         85.9600         -2.6773         -2.3131          3.6052
         85.9800         -5.4793         -4.5041          5.1042
         86.0000         -4.7533         -2.3371          4.0182
         86.0200         -0.9293         -0.2621          1.7852
         86.0400         -0.3723          0.0409         -0.1098
         86.0600         -1.5903          0.8519         -0.8598
         86.0800          3.3397          2.4019         -1.2678
         86.1000          6.8797          2.0679         -1.3578
         86.1200          5.0987          0.1139         -0.8878
         86.1400          0.4197          2.2989         -0.4658
         86.1600         -3.9413          5.5239         -0.6938
         86.1800         -3.5983          4.0309         -1.5738
         86.2000         -5.8523          0.5999         -2.7698
         86.2200         -5.3543         -0.8301         -3.2188
         86.2400         -2.9773          0.6109         -3.4838
         86.2600         -4.4703          3.0169         -3.6528
         86.2800         -2.6463          4.4509         -1.2978
         86.3000         -2.3243          4.5949          1.8202
         86.3200         -5.0593          5.0089          2.1562
         86.3400         -4.9033          1.6289          0.5132
         86.3600          0.7057         -6.9911         -0.1098
         86.3800          0.8987         -8.8901          0.8272
         86.4000         -5.1083         -3.0531          1.3712
         86.4200         -3.6873         -0.0911          0.8782
         86.4400          2.9357         -1.7311          0.8012
         86.4600          4.2677          0.3279          1.9922
         86.4800          1.8087          6.8739          2.5072
         86.5000         -0.4063          8.7429          2.2292
         86.5200         -2.9833          7.7149          2.3862
         86.5400         -1.0383          5.5789          2.4312
         86.5600          3.2297          2.6319          2.2652
         86.5800          0.4657          3.3899          1.6352
         86.6000         -7.1063          4.8449          0.9862
         86.6200         -9.7383          3.3749          0.8712
         86.6400         -5.1953          1.2989          0.4082
         86.6600          0.2757          2.5109         -0.0158
         86.6800         -1.6233          4.5749          0.8062
         86.7000         -3.2083          2.1859          1.5552
         86.7200          0.7257          0.2099          1.0302
         86.7400          0.1427          2.5869          0.8782
         86.7600         -3.1273          4.8489          2.2062
         86.7800         -2.2193          2.0349          3.1592
         86.8000         -3.3103          1.1289          2.6762
         86.8200         -6.7983          3.7709          1.1592
         86.8400         -4.9793          2.4229         -0.1918
         86.8600         -1.0663          1.7499         -0.5228
         86.8800         -1.6363          3.4479         -1.5118
         86.9000         -4.5733          2.6579         -2.4338
         86.9200         -3.1683          1.0259         -2.1908
         86.9400          1.1137          1.1449         -2.5068
         86.9600          1.2967          3.9469         -2.2158
         86.9800          0.6757          6.6009         -0.7418
         87.0000          4.1797          5.3949         -0.9948
         87.0200          8.9867          1.6209         -1.8558
         87.0400         11.8747         -0.7281         -1.9178
         87.0600         11.4347         -0.6651         -2.1598
         87.0800          6.2827         -0.1241         -1.7928
         87.1000         -1.8233         -0.2871         -0.8648
         87.1200         -5.3993         -0.7301         -0.1028
         87.1400         -3.7083         -1.9371          0.0152
         87.1600         -2.3723         -4.4001          0.9412
         87.1800         -5.5363         -6.9671          2.6542
         87.2000         -5.3723         -6.0771          2.7212
         87.2200         -2.4463         -4.1451          2.0782
         87.2400         -4.2613         -3.9611          1.6292
         87.2600         -3.4903         -2.7981          2.0142
         87.2800          0.7927         -0.5641          3.2402
         87.3000         -0.6153          0.8549          4.9542
         87.3200         -1.3533         -1.5961          5.9202
         87.3400          0.3237         -3.2711          5.4182
         87.3600         -3.1843         -0.0851          4.7132
         87.3800         -3.2073          2.2689          4.1722
         87.4000         -2.4923          0.1009          4.8642
         87.4200         -4.3083         -2.1931          6.2022
         87.4400         -3.4493         -3.4201          6.6342
         87.4600         -5.2893         -3.7751          6.2932
         87.4800         -6.3963         -1.8871          5.2552
         87.5000         -2.2973         -0.1951          2.8682
         87.5200          3.5907         -1.8271          1.3012
         87.5400          6.7057         -3.6411          1.4942
         87.5600          2.5977         -0.2051          1.7902
         87.5800         -2.4793          3.3899          1.4792
         87.6000         -2.0013          4.5989          0.8192
         87.6200          0.0127          5.6409          0.6692
         87.6400          1.1017          7.9539          0.8722
         87.6600         -1.5593          8.2259          0.1962
         87.6800         -5.4673          4.0599         -1.2208
         87.7000         -4.6603          2.5589         -2.1148
         87.7200         -5.1543          3.5269         -2.7118
         87.7400         -5.1973          3.6579         -3.4098
         87.7600         -1.0263          2.8599         -3.3638
         87.7800         -0.9573          0.0629         -3.0648
         87.8000         -4.5623         -0.2761         -3.3018
         87.8200         -1.9833         -0.9641         -2.4918
         87.8400          4.7527         -3.4661         -0.7398
         87.8600          5.9527         -2.5331          1.0332
         87.8800          2.5627         -0.7401          2.2372
         87.9000         -3.3603          0.1329          2.5382
         87.9200         -6.3343          0.7089          2.2412
         87.9400         -3.3233         -0.0981          1.6162
         87.9600          0.4167          0.9329          0.8472
         87.9800          1.8737          6.3389         -0.2888
         88.0000         -1.2703         10.1049         -0.1618
         88.0200         -7.1203          5.1909          1.6782
         88.0400        -10.9893         -0.0891          1.3322
         88.0600        -11.7703          0.3979         -0.4798
         88.0800        -10.3783          1.9879         -1.2238
         88.1000         -8.5813          1.5839         -2.2098
         88.1200         -7.1963          0.0619         -3.5888
         88.1400         -5.7073         -0.1201         -3.8328
         88.1600         -4.3883          2.4539         -3.1738
         88.1800         -1.7243          5.6879         -3.0008
         88.2000          2.5957          5.1309         -3.0678
         88.2200          2.0957          0.8989         -3.2718
         88.2400         -1.4803         -0.0861         -3.8038
         88.2600          0.7247          1.4769         -4.0868
         88.2800          5.1477          2.3489         -3.8628
         88.3000          4.2647          3.0839         -2.8928
         88.3200          2.1857          3.6729         -1.4448
         88.3400          3.1977          0.1639          0.4892
         88.3600          3.3027         -4.3871          2.5002
         88.3800          4.4757         -3.6721          1.9352
         88.4000          3.2227         -1.3971          0.6422
         88.4200         -2.8683         -2.0851         -0.3928
         88.4400         -3.6243         -5.4071         -1.7008
         88.4600         -1.0043         -8.8231         -0.8608
         88.4800          0.8717         -7.7401          0.6312
         88.5000          2.5227         -0.8841          1.0462
         88.5200          3.5137          4.0769          0.8522
         88.5400         -0.3873          5.1349          0.5002
         88.5600         -6.3263          3.0839         -0.9068
         88.5800         -3.6803          0.4199         -2.6738
         88.6000          2.3297          4.4929         -2.8798
         88.6200          0.8787          9.8589         -2.2578
         88.6400         -0.5613          6.7979         -1.5138
         88.6600          0.1927          3.6749         -0.4528
         88.6800         -7.9533          6.0569          0.0272
         88.7000        -11.8143          7.5579         -0.7508
         88.7200         -7.5703          1.8719         -1.7378
         88.7400         -4.7443         -4.7531         -2.6048
         88.7600         -3.2453         -3.6871         -3.9058
         88.7800         -1.2133          1.1039         -4.2528
         88.8000          0.5867          4.3459         -2.7738
         88.8200         -1.7053          5.2679         -0.5438
         88.8400         -1.1553          4.5059          0.6992
         88.8600          2.6397          2.1429          0.6212
         88.8800         -0.1623          1.0809          1.4262
         88.9000         -4.4693          3.0509          3.2192
         88.9200         -3.9363          5.2059          2.7732
         88.9400         -3.1083          5.7869          0.2202
         88.9600         -2.5063          5.1989         -0.7658
         88.9800          1.0227          4.5459          0.0102
         89.0000          4.9187          1.3039          1.5222
         89.0200          1.2607         -1.5771          3.7232
         89.0400         -6.4963         -0.3671          5.0792
         89.0600         -8.5373          1.0059          4.3342
         89.0800         -4.5173         -1.3911          2.9122
         89.1000          0.7787         -3.8241          2.3592
         89.1200          3.6447         -3.1861          1.2842
         89.1400          0.9107         -0.6831         -0.2228
         89.1600          0.8307         -1.6591          0.3182
         89.1800          1.8537         -3.5511          1.9892
         89.2000         -0.6833         -0.5401          1.6472
         89.2200         -0.3343          3.4269          0.8682
         89.2400         -0.7583          5.8269          0.3692
         89.2600          0.9187          7.5549         -0.9298
         89.2800          1.2227          4.7969         -2.2458
         89.3000         -1.0313          2.7759         -3.6628
         89.3200         -0.1713          5.1999         -3.6058
         89.3400         -1.4193          7.4889         -1.7098
         89.3600         -3.4723          5.3169         -0.1548
         89.3800         -0.8703          1.1319          0.8962
         89.4000         -4.9943          0.9789          2.1132
         89.4200        -11.2663          2.5489          2.7592
         89.4400         -7.1483          2.5689          2.0252
         89.4600         -4.2603          3.0819          1.4232
         89.4800         -5.9593          6.9069          2.1282
         89.5000         -5.8973          9.7669          2.6462
         89.5200         -0.3303          2.9199          2.4892
         89.5400          5.0117         -2.5311          1.6652
         89.5600          3.4787          0.1229         -0.3068
         89.5800          1.3367          4.6439         -3.1368
         89.6000          1.0587          3.9999         -4.9128
         89.6200          0.1897          1.1009         -4.4328
         89.6400         -1.6833          2.7909         -3.1028
         89.6600         -2.5333          5.2689         -1.7338
         89.6800          0.4977          3.8719         -0.1898
         89.7000          3.3937          0.4939          1.4522
         89.7200          1.4897         -0.6941          2.8342
         89.7400         -1.4433          1.3199          3.3862
         89.7600          0.8907          4.9979          3.2492
         89.7800          2.7417          4.2359          2.6522
         89.8000         -0.8933         -1.5891          1.8022
         89.8200         -1.0813         -2.7091          1.1312
         89.8400          3.0007         -0.1011          0.8942
         89.8600          5.6527          0.5129          2.1222
         89.8800          5.3207         -1.4511          3.9342
         89.9000          3.0397         -2.8551          4.8712
         89.9200         -0.2993         -1.3491          5.2552
         89.9400         -6.5803         -0.2871          5.0762
         89.9600        -10.9013         -0.4361          4.0882
         89.9800         -8.3183          1.3239          2.8162
         90.0000         -3.9783          4.2729          1.7692
         90.0200         -1.7103          6.7349          1.1712
         90.0400         -0.3873          5.5509          1.2222
         90.0600          0.8687          3.4929          1.3982
         90.0800          1.0307          3.3159          1.5192
         90.1000         -0.8243          3.9509          1.3852
         90.1200         -3.0883          0.7899          1.2692
         90.1400         -5.1403         -2.9401          1.7652
         90.1600         -4.0743         -2.8191          1.7312
         90.1800          0.4907         -1.6001         -0.1798
         90.2000          1.2107         -0.0111         -1.0778
         90.2200         -2.3713          0.8679          0.3832
         90.2400         -3.0353         -0.5601          2.2182
         90.2600          0.2907         -1.7771          3.8802
         90.2800          1.3077          1.5119          2.9842
         90.3000         -0.9193          5.6579          1.0842
         90.3200         -0.2433          5.7899          1.1012
         90.3400         -0.3223          4.2039          1.3782
         90.3600         -3.5543          4.6909          1.1782
         90.3800         -5.8313          7.2479          1.1282
         90.4000         -7.7923          9.1429          1.2652
         90.4200         -8.7223          7.3969          1.0542
         90.4400         -7.8073          5.2439          0.3592
         90.4600         -6.2853          5.3539         -0.0908
         90.4800         -4.1643          2.2599          0.6192
         90.5000         -1.5633         -1.5421          1.7402
         90.5200         -1.8263         -1.1821          1.6022
         90.5400         -5.2143         -0.8891          1.2132
         90.5600         -6.9983         -1.7901          1.4792
         90.5800         -5.4533         -1.7921          1.6212
         90.6000         -2.4493         -0.4221          1.6192
         90.6200         -2.7833          1.6749          1.8732
         90.6400         -4.6063          1.7799          2.2042
         90.6600         -4.7563         -1.0511          2.4312
         90.6800         -1.4133         -2.8791          2.2822
         90.7000          3.5307         -2.3521          1.2942
         90.7200          3.8137         -1.7931          0.5162
         90.7400          1.2647         -1.2861          0.3062
         90.7600         -0.2703         -2.2021          0.6042
         90.7800         -1.0903         -3.3331          1.0782
         90.8000         -2.5603         -0.9101          1.0102
         90.8200         -4.4943          2.4479          1.8022
         90.8400         -5.1273          4.3729          2.8272
         90.8600         -2.9373          1.0419          2.3192
         90.8800          0.0187         -2.8781          1.1962
         90.9000         -2.1773         -0.7471          0.8982
         90.9200         -3.8073          3.2049          1.2162
         90.9400          0.7797          4.8279          1.2612
         90.9600          3.3097          5.2049          0.9972
         90.9800          1.1737          5.6759          0.7522
         91.0000         -3.4693          5.8329          0.8922
         91.0200         -5.9173          4.0009          1.3462
         91.0400         -4.0763          1.1189          0.7632
         91.0600         -1.2173          0.4739         -1.0388
         91.0800         -3.0803          1.3279         -0.8968
         91.1000         -5.8853          1.1929          1.0102
         91.1200         -3.1583         -3.1091          2.2412
         91.1400          0.0547         -5.6171          3.0762
         91.1600          2.1227         -3.8711          3.5492
         91.1800          2.1847         -2.0171          3.5152
         91.2000         -0.7073         -1.7351          3.2282
         91.2200         -0.7163         -3.5801          2.7562
         91.2400          2.2317         -3.1651          2.1262
         91.2600          2.3707         -0.1631          1.6072
         91.2800         -2.0173          0.9409          1.9402
         91.3000         -8.8773          0.3409          1.1472
         91.3200         -8.9313          3.0099         -1.5518
         91.3400         -4.3303          7.7259         -3.3188
         91.3600         -4.8363          6.4559         -3.5578
         91.3800         -4.8473          1.3179         -3.2128
         91.4000          0.0147         -0.3921         -2.5438
         91.4200          0.7657          1.0779         -1.9688
         91.4400         -2.4983          3.9399         -1.9478
         91.4600         -1.8883          3.5229         -2.3888
         91.4800          0.8757         -0.8801         -2.0438
         91.5000          3.3577         -2.0131         -0.8258
         91.5200          4.2227         -0.0491         -0.5468
         91.5400          2.0987          1.6579         -0.9578
         91.5600         -1.4653          3.3939         -1.3898
         91.5800         -6.7923          0.9409         -1.7588
         91.6000        -10.1163         -0.9991         -1.7518
         91.6200         -9.2923         -0.1511         -1.2318
         91.6400         -8.0443         -1.2401         -0.2618
         91.6600         -7.4903         -2.2711          1.1602
         91.6800         -7.4523          0.6049          2.7352
         91.7000         -6.8833          3.2589          3.4582
         91.7200         -4.1863          3.3159          2.4222
         91.7400          0.3577          3.6039          0.8322
         91.7600          1.6167          3.7939         -0.3768
         91.7800         -0.3773          0.7719         -1.7718
         91.8000         -0.8523         -2.3671         -1.4538
         91.8200          1.9417         -1.3391          1.0242
         91.8400          1.8857          0.7829          1.6242
         91.8600         -0.8393          2.2789          0.9552
         91.8800         -0.1413          3.7309          1.4892
         91.9000          0.7127          3.9219          1.6312
         91.9200         -0.5303          1.6119          1.6542
         91.9400         -2.6173         -1.3051          2.1582
         91.9600         -5.2963         -2.4901          2.3032
         91.9800         -7.6553         -1.0461          2.0692
         92.0000         -7.0833          0.1599          1.4602
         92.0200         -4.3453         -0.0911          0.4502
